experiment,subtask,model,provider,api_model,length,position,density,interference_type,similarity,distance,hops,hop_distance,chain_type,implementation,n_samples,n_success,accuracy,f1,rouge_l,mean_latency,p50_latency,p95_latency,error_rate,effective_context_length,effective_context_length_abs80,middle_drop,relative_middle_drop,density_accuracy_slope,density_accuracy_pearson,critical_density_threshold,top_error_type
niah,single,qwen3_14b_no_thinking,siliconflow,Qwen/Qwen3-14B,4096,10,,,,,,,,,59,3,0.05084745762711865,,,0.15810003728305888,0.0,0.23008335998747825,0.9491525423728814,,,,,,,,request_error
niah,single,qwen3_14b_no_thinking,siliconflow,Qwen/Qwen3-14B,4096,50,,,,,,,,,61,3,0.04918032786885246,,,0.32251543606646726,0.0,0.0,0.9508196721311475,,,,,,,,request_error
niah,single,qwen3_14b_no_thinking,siliconflow,Qwen/Qwen3-14B,4096,90,,,,,,,,,64,2,0.03125,,,0.13242042187266634,0.0,0.0,0.96875,,,,,,,,request_error
niah,single,qwen3_14b_thinking,siliconflow,Qwen/Qwen3-14B,32768,10,,,,,,,,,60,3,0.05,,,0.49441832333104685,0.0,0.36458547499494415,0.95,,,,,,,,request_error
niah,single,qwen3_14b_thinking,siliconflow,Qwen/Qwen3-14B,32768,50,,,,,,,,,60,1,0.016666666666666666,,,0.18160134999779984,0.0,0.0,0.9833333333333333,,,,,,,,request_error
niah,single,qwen3_14b_thinking,siliconflow,Qwen/Qwen3-14B,32768,90,,,,,,,,,60,2,0.03333333333333333,,,0.43641893500074125,0.0,0.0,0.9666666666666667,,,,,,,,request_error
niah,single,qwen3_14b_thinking,siliconflow,Qwen/Qwen3-14B,4096,10,,,,,,,,,58,3,0.05172413793103448,,,1.3701060948219022,0.0,1.4040381749742532,0.9482758620689655,,,,,,,,request_error
niah,single,qwen3_14b_thinking,siliconflow,Qwen/Qwen3-14B,4096,50,,,,,,,,,60,3,0.05,,,0.5162289466631288,0.0,0.2311558049986939,0.95,,,,,,,,request_error
niah,single,qwen3_14b_thinking,siliconflow,Qwen/Qwen3-14B,4096,90,,,,,,,,,61,4,0.06557377049180328,,,0.4109450213107296,0.0,4.7578557000961155,0.9344262295081968,,,,,,,,request_error
niah,single,qwen3_8b,siliconflow,Qwen/Qwen3-8B,32768,10,,,,,,,,,58,23,0.39655172413793105,,,2.470729943109949,0.0,9.647355389990842,0.603448275862069,,,,,,,,request_error
niah,single,qwen3_8b,siliconflow,Qwen/Qwen3-8B,32768,50,,,,,,,,,54,22,0.4074074074074074,,,3.6816967166636863,0.0,13.643190834979762,0.5925925925925926,,,,,,,,request_error
niah,single,qwen3_8b,siliconflow,Qwen/Qwen3-8B,32768,90,,,,,,,,,57,21,0.3684210526315789,,,2.62125205613975,0.0,10.406775399972686,0.631578947368421,,,,,,,,request_error
niah,single,qwen3_8b,siliconflow,Qwen/Qwen3-8B,4096,10,,,,,,,,,50,50,1.0,,,2.8639347080141304,1.9564317500335164,7.8440767199906976,0.0,,,,,,,,
niah,single,qwen3_8b,siliconflow,Qwen/Qwen3-8B,4096,50,,,,,,,,,50,50,0.98,,,3.002668507993221,1.7318037999793887,9.626249395043123,0.0,,,,,,,,
niah,single,qwen3_8b,siliconflow,Qwen/Qwen3-8B,4096,90,,,,,,,,,50,50,1.0,,,3.5082757620094345,2.0802942999871448,11.1409002750006,0.0,,,,,,,,
niah,single,seed_oss_36b,siliconflow,ByteDance-Seed/Seed-OSS-36B-Instruct,32768,10,,,,,,,,,64,7,0.109375,,,1.8003127765550744,0.0,14.178477035043764,0.890625,,,,,,,,request_error
niah,single,seed_oss_36b,siliconflow,ByteDance-Seed/Seed-OSS-36B-Instruct,32768,50,,,,,,,,,61,4,0.06557377049180328,,,0.8428125229519104,0.0,10.109143800102174,0.9344262295081968,,,,,,,,request_error
niah,single,seed_oss_36b,siliconflow,ByteDance-Seed/Seed-OSS-36B-Instruct,32768,90,,,,,,,,,66,6,0.07575757575757576,,,1.839262263630658,0.0,12.71782724984223,0.9090909090909091,,,,,,,,request_error
niah,single,seed_oss_36b,siliconflow,ByteDance-Seed/Seed-OSS-36B-Instruct,4096,10,,,,,,,,,60,4,0.06666666666666667,,,0.37197658166987824,0.0,5.199372499913442,0.9333333333333333,,,,,,,,request_error
niah,single,seed_oss_36b,siliconflow,ByteDance-Seed/Seed-OSS-36B-Instruct,4096,50,,,,,,,,,63,1,0.015873015873015872,,,0.16311974127200388,0.0,0.0,0.9841269841269841,,,,,,,,request_error
niah,single,seed_oss_36b,siliconflow,ByteDance-Seed/Seed-OSS-36B-Instruct,4096,90,,,,,,,,,61,1,0.01639344262295082,,,0.14495927869097985,0.0,0.0,0.9836065573770492,,,,,,,,request_error
